id_autore,agent_type,score
88943,voters,0.7133723503883888
21497,voters,0.33824323665734074
60405,voters,0.6763633573200221
48973,voters,0.5631862044044865
23072,voters,0.4954294811795326
43852,voters,0.5053582363412091
98037,right_bots,0.08706604456036103
33107,voters,0.454570682262141
45303,voters,0.45733069735934806
77479,voters,0.7288148612836697
24304,voters,0.5011861338348254
57867,voters,0.6795181199623648
85450,voters,0.7254318559523973
34039,voters,0.5084878761709821
55162,voters,0.6403664732797654
6733,voters,0.11586489592189966
91366,voters,0.8118294792425906
23244,voters,0.49664638417264556
24030,voters,0.517222115616594
91698,voters,0.8929321569067206
4127,voters,0.10245077155813216
33095,voters,0.5217364567793689
19100,voters,0.3846740523320898
81124,voters,0.7759898613497068
32878,voters,0.48242415337312244
21194,voters,0.4499640324071277
33760,voters,0.5041857116215726
12281,voters,0.2751576735107365
9029,voters,0.28293463793284146
45218,voters,0.5126976078955089
79512,voters,0.7837251742125245
88289,voters,0.7725819437674026
12182,voters,0.2945356469667345
77656,voters,0.7523889304909055
20473,voters,0.4142260201189034
39645,voters,0.5312938808246883
66070,voters,0.6938000755493775
59911,voters,0.583201154496539
73369,voters,0.6251175858974442
51276,voters,0.579015938845787
55607,voters,0.6477811457246366
29890,voters,0.49604527012356614
12457,voters,0.21898325465217933
54659,voters,0.5868537558625218
71140,voters,0.6770169037108875
46532,voters,0.5916347138619932
75836,voters,0.7077804577487649
44473,voters,0.5005244189067422
90520,voters,0.874567020508999
91929,voters,0.8831131822514043
1511,voters,0.1035424969524078
6063,voters,0.106473824554588
1713,voters,0.17352910892610313
63631,voters,0.6107676339529021
94874,voters,0.8268427033412246
64793,voters,0.683926330190743
83699,voters,0.7833504460123193
20189,voters,0.3924314079678601
27990,voters,0.5015138898048457
4674,voters,0.13256325452325127
23256,voters,0.4689971276273425
60923,voters,0.593221745648113
97665,right_bots,0.05205575242675168
69040,voters,0.6996791276939712
44239,voters,0.4686681936770288
12468,voters,0.29575456383479226
69689,voters,0.6389636807922882
47969,voters,0.5597595361779901
436,voters,0.050935586745164886
64204,voters,0.5954344140287264
78846,voters,0.7100626389401743
39415,voters,0.5295739682042817
54660,voters,0.6918532225483245
14125,voters,0.2609405015923359
17517,voters,0.44164029474959166
83029,voters,0.7985214612586092
76626,voters,0.7979587298169404
97484,right_bots,0.031697787744946505
4861,voters,0.1895817825805711
68072,voters,0.661058978632748
63605,voters,0.6796331707023524
27730,voters,0.5127614362095371
62345,voters,0.6322727317637363
4618,voters,0.11722759968999145
46618,voters,0.6178117333955427
65617,voters,0.6018782681841315
17576,voters,0.40211288486156604
53993,voters,0.6414843387482811
88066,voters,0.7847485343285584
48836,voters,0.6512445159315327
82159,voters,0.7885548035903016
3092,voters,0.11593494876052489
60991,voters,0.6739898845303569
9923,voters,0.2882965165154475
63278,voters,0.59033829787281
55435,voters,0.595666825482285
47596,voters,0.6852449642455714
99091,right_bots,0.012427276708948033
59722,voters,0.6876192992304997
86954,voters,0.7366711456763917
9014,voters,0.22113604739707005
17812,voters,0.331788875630334
20032,voters,0.35820265224268566
7231,voters,0.11196152952930596
66364,voters,0.6234188712247928
72707,voters,0.6614058795830566
39382,voters,0.4671695128316723
42527,voters,0.47495561164677214
30796,voters,0.5275845562954627
87825,voters,0.7814426573623928
18273,voters,0.34753959173509363
55165,voters,0.5631126481717749
78145,voters,0.738133666956658
26663,voters,0.5472092193996934
41444,voters,0.47768123300142196
85044,voters,0.723470368066083
25022,voters,0.5399834334744268
21475,voters,0.4261262011612984
82734,voters,0.7236995956447458
8719,voters,0.2988682773805195
78720,voters,0.7927342501959196
58362,voters,0.6180724786410415
5061,voters,0.1446809847623967
70946,voters,0.6140666727056421
82500,voters,0.7277856442636271
84717,voters,0.7121045820093106
69248,voters,0.6453036881676355
840,voters,0.031172823251360615
52977,voters,0.573719797622528
1725,voters,0.10146473826901006
34754,voters,0.5416376467849523
12367,voters,0.2597256144553894
18194,voters,0.3398208466099961
4723,voters,0.11512816531004011
69320,voters,0.6138213138559716
74556,voters,0.6835713195902168
75553,voters,0.7860450204478795
16202,voters,0.2275486997984579
84458,voters,0.7167213572118873
99790,right_bots,0.06501224504992141
98728,right_bots,0.09759226015641648
23795,voters,0.5164464500512982
89005,voters,0.731202444801247
86509,voters,0.7705860714436342
64067,voters,0.6623249103786346
65315,voters,0.55325046661585
38539,voters,0.5058428963465901
88543,voters,0.7224942760393017
40095,voters,0.515972873519588
22311,voters,0.36224626190637077
21426,voters,0.41382186087793743
75673,voters,0.7613522987273497
10477,voters,0.2781328867850809
57912,voters,0.5591986368137697
78929,voters,0.7980352461990533
23936,voters,0.4997870951382932
50495,voters,0.6932402807033547
67864,voters,0.5687946572422606
75442,voters,0.7369461645184785
97683,right_bots,0.004548984167559678
377,voters,0.004966334863764988
71614,voters,0.6286414698792928
38754,voters,0.524020323513962
10142,voters,0.29619592999935523
30050,voters,0.5340154439236504
80000,voters,0.7610687499074215
7572,voters,0.18902810206867654
98656,right_bots,0.053272987688501264
81806,voters,0.7073701886974398
70323,voters,0.6221924480819836
39029,voters,0.47445408750990153
77869,voters,0.7086493819346196
76340,voters,0.7840952637402658
63000,voters,0.6425493508437219
43682,voters,0.4841274160498031
46935,voters,0.6458466310453573
45605,voters,0.5297777857047616
48350,voters,0.5997028224741131
91373,voters,0.8199569576242316
21352,voters,0.4124587707292725
1440,voters,0.1409321716670006
7265,voters,0.12801042499028
90936,voters,0.8003574002695737
47593,voters,0.5807967905325895
30945,voters,0.45763671893724334
83651,voters,0.7726366250568037
36419,voters,0.5258504134603978
