id_autore,agent_type,score
81325,voters,0.7027824884950763
42669,voters,0.44599536817466223
65086,voters,0.6353599788261375
4075,voters,0.16782415419749225
85822,voters,0.7261124285332892
55031,voters,0.6565174127027333
92897,voters,0.7941687423826495
94951,voters,0.8986262983376775
91448,voters,0.8032041700963186
7419,voters,0.14735044987643137
26915,voters,0.45715607836660616
14135,voters,0.28922241686349304
51948,voters,0.6059955429581159
24383,voters,0.5347166953310472
57696,voters,0.6180508000953061
81949,voters,0.7388014207344056
42641,voters,0.45381392158635503
8652,voters,0.24312514803472385
87977,voters,0.7456869674948028
34432,voters,0.517306167468218
73679,voters,0.6522072286468981
28508,voters,0.5278060830029708
21531,voters,0.3343003759132292
83660,voters,0.7943282620129898
79853,voters,0.7191199715480103
50641,voters,0.6319671442741412
73114,voters,0.5872860999895356
34227,voters,0.4919202933764186
35502,voters,0.4725603936091408
42929,voters,0.5153935696746053
7771,voters,0.19526257857036017
81035,voters,0.7754675009182516
4872,voters,0.11734765514324433
86493,voters,0.7221303123955158
93047,voters,0.8036120219032895
40708,voters,0.48687267787405897
7107,voters,0.15481890677695223
24981,voters,0.5297998591080021
57161,voters,0.6031430788288958
93864,voters,0.8484740442858444
80899,voters,0.7968771550434712
90439,voters,0.8414390471991435
67760,voters,0.5720017015461439
37196,voters,0.46125474607943423
76403,voters,0.7261347179397851
33706,voters,0.45541958073417016
91950,voters,0.8066012794475804
84504,voters,0.7435920995877484
3245,voters,0.10766093376699418
78502,voters,0.7859095185914508
78711,voters,0.7488057296751736
38271,voters,0.5247251845246995
54230,voters,0.6624509378406012
39152,voters,0.5313944221444924
76855,voters,0.7770769783288481
17433,voters,0.3726488540871207
77151,voters,0.7915800706140776
35737,voters,0.45600775014542755
30966,voters,0.47639200363499107
71113,voters,0.579174304484004
44402,voters,0.48056031619962636
42681,voters,0.4888345745249883
40131,voters,0.5261616317500392
91109,voters,0.8295909522952887
63081,voters,0.6191832296985006
20981,voters,0.3667982691245124
53255,voters,0.6695693021410097
4439,voters,0.13272880384462749
39277,voters,0.47623552026308996
60694,voters,0.6706549712230307
91346,voters,0.8084285776562413
60217,voters,0.5683429495477804
95940,voters,0.8848653410463827
95224,voters,0.8815995074426284
68777,voters,0.6170187421660549
75103,voters,0.7996332529326005
36790,voters,0.46852910652535246
65068,voters,0.6109664189565407
57079,voters,0.6751444609054609
72854,voters,0.6905585675661927
51635,voters,0.6793768928311863
22821,voters,0.39681164355241183
90819,voters,0.8076401480756328
56373,voters,0.6381109425429018
47102,voters,0.5627815204240179
50958,voters,0.6546604930525977
15318,voters,0.28492761412652945
15074,voters,0.2897846254628161
60370,voters,0.6270766769475346
77115,voters,0.7766990670984606
26243,voters,0.5032534549207567
10513,voters,0.24308432510952754
80145,voters,0.7938769096253785
92629,voters,0.8691726755615319
2638,voters,0.10544267008768951
70334,voters,0.6974621460148008
5125,voters,0.11235407375544015
17178,voters,0.28602210240565795
73176,voters,0.6187827326754762
46450,voters,0.6942801590774854
37373,voters,0.4591397796877669
40466,voters,0.49410935172662585
10237,voters,0.21865468574946365
54015,voters,0.6566202288987087
47962,voters,0.6525894337701682
45006,voters,0.5103607188502115
95267,voters,0.837418238679758
14481,voters,0.22811111649667887
84377,voters,0.7810256970783261
12193,voters,0.25609190980166163
21462,voters,0.318281785650698
80963,voters,0.705082656302434
10912,voters,0.2972267155822407
28440,voters,0.48458017183736257
83761,voters,0.7535999964232877
49297,voters,0.6017468896090886
24625,voters,0.46871994217367224
82663,voters,0.7214721484413942
90295,voters,0.8703127730927546
1598,voters,0.18595692949283757
92986,voters,0.8219351640191983
66276,voters,0.5510713837868182
33080,voters,0.4994841151775829
69071,voters,0.6158612354281386
36843,voters,0.48308691771424533
75932,voters,0.7830830010343002
20113,voters,0.3336740989947439
45333,voters,0.4722284700329311
9619,voters,0.23516705546696343
2685,voters,0.19020854251943345
21013,voters,0.3116179566094632
49093,voters,0.6654120402699888
54502,voters,0.5917015631896462
29457,voters,0.5353747777548215
4318,voters,0.11358504945716681
