id_autore,agent_type,score
47108,voters,0.6014950300387256
30987,voters,0.5314729542172538
65355,voters,0.6472628181825418
73314,voters,0.654576399533268
10142,voters,0.2639206340805297
74642,voters,0.6430042500945737
13141,voters,0.26122745948802517
49990,voters,0.5662138804173977
66900,voters,0.652594144400486
56239,voters,0.5878043089701017
65906,voters,0.5926455281821276
70645,voters,0.6301449027062576
72593,voters,0.6798653101128793
42848,voters,0.5373076447288907
64937,voters,0.6210003688494438
84963,voters,0.7031332309560683
8626,voters,0.2089767122137422
93490,voters,0.8944156415063158
57746,voters,0.6373804682825785
31567,voters,0.5294670591544723
76732,voters,0.7821080002987862
49773,voters,0.6092866301412789
53408,voters,0.5526560357986459
41333,voters,0.4784004621124587
47204,voters,0.550295466411423
66556,voters,0.6685769100528075
9281,voters,0.25129772278371426
62895,voters,0.6426754651825757
39954,voters,0.4968115864862559
34543,voters,0.5136221410513784
44325,voters,0.5325171374815107
46496,voters,0.6018863546829116
82125,voters,0.7080869170282238
8440,voters,0.20970878907156074
34284,voters,0.530607296594946
73485,voters,0.6816524530011776
70163,voters,0.6371146011754796
16061,voters,0.2684585605153091
19309,voters,0.4017701445453215
62302,voters,0.6892172037467259
49035,voters,0.6460140230432283
40429,voters,0.5177533373566645
82797,voters,0.7774924169809951
29637,voters,0.4542829156245318
85875,voters,0.7713390052819759
53427,voters,0.6494956965981242
65919,voters,0.6587746031007071
90874,voters,0.8196541383726794
73298,voters,0.6352051973247284
58897,voters,0.6592217498372348
23901,voters,0.46313260916774684
79772,voters,0.7253645420428542
29229,voters,0.4688868502354206
33722,voters,0.49188856280604315
59177,voters,0.6290981681576231
93387,voters,0.8265675342346436
29490,voters,0.5322659232954189
55086,voters,0.6005147654275158
32544,voters,0.482958912420618
84403,voters,0.7160199487210442
87387,voters,0.7809890559200569
96914,left_bots,0.8694409728967164
86612,voters,0.7303425076314081
85098,voters,0.7973387895762296
71281,voters,0.6190027773693179
73319,voters,0.5616176077955426
1535,voters,0.1796728486574112
14057,voters,0.21069240584154877
41193,voters,0.45025319552391574
94302,voters,0.8336055177836551
55942,voters,0.6700623556248051
77071,voters,0.7286076661248644
50661,voters,0.6881993337962597
40234,voters,0.5437427932199388
74901,voters,0.7666822000430853
45310,voters,0.48153548049502076
9533,voters,0.22455189876957035
89442,voters,0.7432218548488613
99423,right_bots,0.0546807492177501
73565,voters,0.6041360087697955
41111,voters,0.4813365710328264
77139,voters,0.7057370694104802
77522,voters,0.715746908455376
48204,voters,0.6065123701323719
49529,voters,0.5954804761734962
87416,voters,0.7528783988904599
52161,voters,0.6287702287017871
40823,voters,0.5345527635186195
94502,voters,0.8120219725291438
84507,voters,0.7216857963265478
72090,voters,0.6689554469764057
85330,voters,0.7641761142553545
33941,voters,0.4899106274023741
90719,voters,0.8417604166329402
39139,voters,0.4519195776825692
42576,voters,0.5159586134540621
96791,left_bots,0.833653126418081
77593,voters,0.7236954700456162
27265,voters,0.45604880803990827
98613,right_bots,0.042568604785822674
98666,right_bots,0.08109619634456554
93177,voters,0.8366966139321576
8000,voters,0.24234618599170438
68748,voters,0.6953424051305876
38238,voters,0.4673193731757366
82655,voters,0.7556572621856453
7777,voters,0.2694412688170998
29876,voters,0.5167311608229743
5819,voters,0.13786339237250494
3527,voters,0.11264653656223039
30067,voters,0.4763809009394483
37756,voters,0.4616511268717965
55179,voters,0.6878855801362366
28627,voters,0.47594458631253994
61256,voters,0.6360512235239149
89837,voters,0.7547809942483483
36264,voters,0.5036843930440967
32287,voters,0.4991205682132343
47337,voters,0.643807512195799
30567,voters,0.4649310104450729
59602,voters,0.6695021631038689
28550,voters,0.4958846043882148
62170,voters,0.5553894619923389
76661,voters,0.7847121760862568
62308,voters,0.6230378797937935
97858,right_bots,0.0773276629474743
71163,voters,0.6764143315660147
88663,voters,0.7025625005791652
83970,voters,0.7996042370391454
48831,voters,0.5520862773311389
18367,voters,0.33695058736239936
55883,voters,0.609626829470806
86433,voters,0.75623769208257
18138,voters,0.3838661458685858
87314,voters,0.7958282174375674
40776,voters,0.5073935036186811
635,voters,0.03669574253374185
41143,voters,0.4570768426977774
10635,voters,0.21372382015727404
93517,voters,0.8595752952249647
81199,voters,0.7733784897190713
41340,voters,0.5423141347101956
53423,voters,0.6572899547203723
34180,voters,0.5471734843970324
18977,voters,0.4216416401038624
56286,voters,0.6842841559489069
5578,voters,0.18215017673669764
23645,voters,0.47604981138430325
24016,voters,0.4778780747434425
81562,voters,0.7307284044306996
12390,voters,0.22837878218684715
56783,voters,0.6627595825966607
25177,voters,0.527670592864677
70497,voters,0.601692132117742
26477,voters,0.4620581316877357
73377,voters,0.6260602661330599
32547,voters,0.4974480527213969
41096,voters,0.4771090586826779
91741,voters,0.8757738960735131
58987,voters,0.5880242019224422
77177,voters,0.7276387214217487
87503,voters,0.7583491652386136
6751,voters,0.16504810562721473
76298,voters,0.7783741201845843
80253,voters,0.701216350854387
21288,voters,0.34701946442893905
94378,voters,0.8656539492681036
5251,voters,0.12816832070291356
81170,voters,0.7346453560036355
4831,voters,0.18930315521311972
20356,voters,0.3431524501105526
40071,voters,0.48402632563954046
3864,voters,0.12061037708627506
40859,voters,0.4745920566741752
61652,voters,0.554628496035879
64631,voters,0.6020596515041055
8578,voters,0.218916308639133
48363,voters,0.6022929208485568
67357,voters,0.5746048449163784
95334,voters,0.873139233152358
57720,voters,0.6032570674197325
35218,voters,0.5083168134824133
524,voters,0.04249905327691709
81764,voters,0.787216840306453
84387,voters,0.7839681465405586
58622,voters,0.5773797048966515
49517,voters,0.6086890993230003
16000,voters,0.2701921800518803
66587,voters,0.647132019838102
8856,voters,0.29202771255521226
88556,voters,0.7156061267110441
53808,voters,0.6859151798289601
12491,voters,0.22505073099365458
51779,voters,0.6386299289197666
48834,voters,0.5778755647272895
59986,voters,0.6171822525364105
62867,voters,0.6458906253625372
29913,voters,0.5161654768045898
79037,voters,0.7460432146903163
19407,voters,0.30720909710278577
5065,voters,0.15641076572312498
95569,voters,0.8871571922879853
39823,voters,0.5259544547408915
63558,voters,0.6549845952368246
75177,voters,0.7278406048657524
57295,voters,0.6254512224533968
28146,voters,0.5383338043011614
78651,voters,0.7116469749347686
20899,voters,0.34860028623160344
389,voters,0.03294524052339986
84606,voters,0.7670677145987341
23519,voters,0.515543013724432
12424,voters,0.24410897801325196
3128,voters,0.15711734980813255
50940,voters,0.678572905395033
92156,voters,0.8161344673885027
69114,voters,0.6868523437084335
63767,voters,0.6238336444152645
90048,voters,0.7824919572270798
27650,voters,0.4653598997993474
26091,voters,0.5487292614203196
89886,voters,0.7759080095435983
11366,voters,0.29116314219226574
51916,voters,0.6143976734721377
56814,voters,0.5764421073546538
55099,voters,0.6357673069503241
81880,voters,0.7948729870317698
76022,voters,0.7323353882324348
38071,voters,0.4853466284299354
22287,voters,0.3508616141270341
80693,voters,0.7283341898230731
50845,voters,0.6358746112914886
92496,voters,0.8667171102575238
67238,voters,0.6728620195825841
55425,voters,0.664348274583911
78979,voters,0.7856839558688186
99541,right_bots,0.05136005028091098
56613,voters,0.6922138796929873
19727,voters,0.34001238101292247
82248,voters,0.7293021615050441
57260,voters,0.6833066495747993
79023,voters,0.7775035184366214
50466,voters,0.6617444370606277
7942,voters,0.250396387606737
90045,voters,0.7285540065619324
98013,right_bots,0.045496949193619386
81587,voters,0.7404432728796613
2863,voters,0.14913624750570087
80984,voters,0.7348635323229058
34631,voters,0.5271407285456803
65529,voters,0.5657427946495157
48646,voters,0.5692436717371225
57621,voters,0.5663259183797066
3609,voters,0.10349220031124219
17638,voters,0.41524673281966795
40552,voters,0.5390034271030872
61802,voters,0.6366435512363312
87424,voters,0.7048314908866329
42055,voters,0.48857325853131034
36590,voters,0.5372904230813071
25928,voters,0.5127592744126319
32210,voters,0.45944375996943543
24964,voters,0.5210942632367983
84683,voters,0.7530782336776614
75095,voters,0.7722605247113858
38396,voters,0.5452723918168603
71516,voters,0.640268129353115
29789,voters,0.5445464599187587
87812,voters,0.7032539861352682
30213,voters,0.48868701920030533
70848,voters,0.6893736318730366
82454,voters,0.7353418257925931
91195,voters,0.837018554011719
40920,voters,0.4854550525837401
10331,voters,0.21120555511529587
94404,voters,0.8860606310386436
66071,voters,0.6665732751905218
97841,right_bots,0.06219956948789114
88095,voters,0.7404638939611703
69922,voters,0.6398512034189093
73167,voters,0.6344696075029367
35869,voters,0.4601015278291027
87700,voters,0.7220792377485958
34882,voters,0.5080807224876224
21282,voters,0.3037946400294387
96586,left_bots,0.8647549366222393
76177,voters,0.7086782275599681
61758,voters,0.6918975286474448
72084,voters,0.6412646587766692
69584,voters,0.6996892999456941
98892,right_bots,0.061461616578436906
36046,voters,0.4875757478174644
56637,voters,0.5828901385960719
79752,voters,0.715258920688254
23059,voters,0.47156132314032995
450,voters,-0.019179257544871764
71667,voters,0.6367308236932222
97073,right_bots,0.08702537115112013
36115,voters,0.4764799569187823
52059,voters,0.6200643360950753
60707,voters,0.5819298980288824
64341,voters,0.5559666903132957
4721,voters,0.15172447730183963
40535,voters,0.47686348465166517
78330,voters,0.705862912707482
64508,voters,0.589776152804486
56243,voters,0.5942728655957168
84859,voters,0.7142162843809817
12008,voters,0.20698620169557022
31534,voters,0.5411122265466414
84170,voters,0.7216612128670008
10892,voters,0.2565256311898576
5776,voters,0.12901437350357584
69025,voters,0.6928353830424917
43139,voters,0.53037978005447
24043,voters,0.5439092429048027
25242,voters,0.45010632510135506
7284,voters,0.1213784318894858
92465,voters,0.8415169906118852
43062,voters,0.46847700865542485
7081,voters,0.12624256210958862
57929,voters,0.6008355101997773
89833,voters,0.7313156158613692
59095,voters,0.5791967244845568
93563,voters,0.8706823983209117
99556,right_bots,0.010712809099405252
76983,voters,0.7279680430341011
95659,voters,0.8520246446976172
85567,voters,0.7512257896508474
78806,voters,0.7743059163702025
69607,voters,0.6594524316500213
70542,voters,0.6107577305480688
67837,voters,0.5708832102097784
48810,voters,0.6442509366138138
7026,voters,0.12410735736132453
47137,voters,0.5731803228678344
80025,voters,0.794480521063027
70171,voters,0.6940998129307975
92610,voters,0.8889893995229834
89512,voters,0.776365940983205
39895,voters,0.49815455480140636
32824,voters,0.4791795611440128
87348,voters,0.7548207230713028
